year,code,amount,name,topname,depname,depcat,cat,ref,note
2021,3102010100,906795000,無細項,總統府主管,總統府,一般行政,國務支出,1.1.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費630,161千元，較上年度核實
   增列人事費2,309千元。
2.基本行政工作維持費199,214千元，較上
   年度減列公共區域牆面及天花板油漆粉刷
   等經費45,479千元，增列南北苑外牆立面
   及木窗檢修、府內迴廊地板鋪面改善等經
   費64,544千元，計淨增19,065千元。其中
   南北苑外牆立面及木窗檢修計畫總經費48
   ,310千元，分2年辦理，本年度編列第1年
   經費24,080千元。
3.資訊行政工作維持費71,973千元，較上年
   度增列資訊服務費等經費8,803千元。
4.警衛行政工作維持費5,447千元，與上年
   度同。"
2021,3102010200,30000000,無細項,總統府主管,總統府,國務機要,國務支出,1.1.2,"本年度預算數30,000千元，係國家元首訪視
、犒賞、獎助、慰問、接待、贈禮及其他相
關經費，與上年度同。"
2021,3102010300,15775000,無細項,總統府主管,總統府,國家慶典,國務支出,1.1.3,"本年度預算數之內容與上年度之比較如下：
1.慶典布置經費7,080千元，與上年度同。
2.慶典接待經費8,695千元，較上年度減列
   重要活動攝影等經費30千元。
3.上年度辦理第15任總統副總統就職預算業
   已編竣，所列35,336千元如數減列。"
2021,3102010400,5536000,國家發展研究及諮詢,總統府主管,總統府,研究發展,國務支出,1.1.4.1,
2021,3102010500,7318000,無細項,總統府主管,總統府,新聞發布,國務支出,1.1.5,"本年度預算數7,318千元，係辦理新聞聯繫
與發布所需經費，較上年度減列辦理新聞活
動等經費17千元。"
2021,3102010600,8683000,無細項,總統府主管,總統府,卸任禮遇,國務支出,1.1.6,"本年度預算數8,683千元，係第13任卸任總
統禮遇經費，較上年度減列第7任、第13任
及第14任卸任副總統禮遇預算13,284千元。"
2021,3102010800,4361000,無細項,總統府主管,總統府,公報編印及印信勳章鑄造,國務支出,1.1.7,"本年度預算數之內容與上年度之比較如下：
1.印信鑄造及公報編印經費2,040千元，較
   上年度減列各機關印信製(換)發等經費92
   9千元。
2.勳章製作及敬老事宜經費2,321千元，較
   上年度減列勳章製作等經費713千元。"
2021,3102019000,8275000,交通及運輸設備,總統府主管,總統府,一般建築及設備,國務支出,1.1.8.1,
2021,3102019800,3372000,無細項,總統府主管,總統府,第一預備金,國務支出,1.1.9,本年度預算數較上年度增列如列數。
2021,3102100100,188387000,無細項,總統府主管,國家安全會議,一般行政,國務支出,1.2.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費151,783千元，與上年度增列
   缺額補實之人事費3,851千元。
2.基本行政工作維持費36,604千元，較上年
   度增列強化資安基礎建設及資安防禦計畫
   等經費10,383千元。"
