year,code,amount,name,topname,depname,depcat,cat,ref,note
2024,3102010100,1018277000,無細項,總統府主管,總統府,一般行政,國務支出,1.1.1,"本年度預算數之內容與上年度之比較
如下：
1.人員維持費657,474千元，與上年
   度同。
2.基本行政工作維持費247,554千元
   ，較上年度增列辦公房舍整修等經
   費55,676千元。其中中央空調主機
   與送風機系統汰換計畫總經費90,8
   93千元，分4年辦理，112年度已編
   列13,223千元，本年度續編第2年
   經費20,317千元，較上年度增列7,
   094千元。
3.資訊行政工作維持費107,756千元
   ，較上年度增列資訊服務及設備費
   等7,140千元。其中資訊資安基礎
   環境創新升級計畫總經費131,611
   千元，分4年辦理，112年度已編列
   30,462千元，本年度續編第2年經
   費34,080千元，較上年度增列3,61
   8千元。
4.警衛行政工作維持費5,493千元，
   與上年度同。"
2024,3102010200,30000000,無細項,總統府主管,總統府,國務機要,國務支出,1.1.2,"本年度預算數30,000千元，係國家元
首訪視、犒賞、獎助、慰問、接待、
贈禮及其他相關經費，與上年度同。"
2024,3102010300,57382000,無細項,總統府主管,總統府,國家慶典,國務支出,1.1.3,"本年度預算數之內容與上年度之比較
如下：
1.慶典布置經費8,080千元，較上年
   度增列會場布置及元旦升旗舞台搭
   建等經費1,000千元。
2.慶典接待經費8,488千元，與上年
   度同。
3.新增第16任總統、副總統就職經費
   40,814千元。"
2024,3102010400,5042000,國家發展研究及諮詢,總統府主管,總統府,研究發展,國務支出,1.1.4.1,
2024,3102010500,8184000,無細項,總統府主管,總統府,新聞發布,國務支出,1.1.5,"本年度預算數8,184千元，係辦理新
聞聯繫與發布所需經費，較上年度增
列辦理新聞活動等經費1,500千元。"
2024,3102010600,11811000,無細項,總統府主管,總統府,卸任禮遇,國務支出,1.1.6,"本年度預算數11,811千元，係卸任總
統禮遇經費，較上年度減列第13任卸
任總統禮遇經費7,346千元，增列第1
5任卸任總統禮遇經費10,346千元，
計淨增3,000千元。"
2024,3102010800,5847000,無細項,總統府主管,總統府,公報編印及印信勳章鑄造,國務支出,1.1.7,"本年度預算數之內容與上年度之比較
如下：
1.印信鑄造及公報編印經費3,475千
   元，較上年度增列製(換)發機關印
   信經費1,950千元。
2.勳章製作及敬老事宜經費2,372千
   元，與上年度同。"
2024,3102019000,10290000,交通及運輸設備,總統府主管,總統府,一般建築及設備,國務支出,1.1.8.1,
2024,3102019800,3372000,無細項,總統府主管,總統府,第一預備金,國務支出,1.1.9,仍照上年度預算數編列。
2024,3102100100,196055000,無細項,總統府主管,國家安全會議,一般行政,國務支出,1.2.1,"本年度預算數之內容與上年度之比較
如下：
1.人員維持費160,748千元，與上年
   度同。
2.基本行政工作維持費35,307千元，
   較上年度增列汰換辦公處所空調室
   外機等經費5,432千元。"
