year,code,amount,name,topname,depname,depcat,cat,ref,note
2025,3102010100,1039703000,無細項,總統府主管,總統府,一般行政,國務支出,1.1.1,"本年度預算數之內容與上年度之
比較如下：
1.人員維持費687,426千元，較
　上年度伸算增列調整待遇等經
　費29,952千元。
2.基本行政工作維持費233,756
　千元，較上年度減列中央空調
　及X光檢查儀設備汰換等經費7
　8,112千元，增列外牆立面門
　窗整修等經費72,981千元，計
　淨減5,131千元。其中：
　(1)中央空調主機與送風機系
　　統汰換計畫總經費90,893千
　　元，分5年辦理，112至113
　　年度已編列33,540千元，本
　　年度續編第3年經費8,500千
　　元，較上年度減列11,817千
　　元。
　(2)新增外牆立面門窗整修及
　　露台防水改善計畫總經費97
　　,000千元，分4年辦理，本
　　年度編列第1年經費23,675
　　千元。
3.資訊行政工作維持費112,886
　千元，較上年度增列資訊服務
　費等7,853千元。其中資訊資
　安基礎環境創新升級計畫總經
　費131,611千元，分4年辦理，
　112至113年度已編列62,641千
　元，本年度續編第3年經費38,
　000千元，較上年度增列5,821
　千元。
4.警衛行政工作維持費5,635千
　元，較上年度增列軍職人員團
　體意外保險費142千元。"
2025,3102010200,30000000,無細項,總統府主管,總統府,國務機要,國務支出,1.1.2,"本年度預算數30,000千元，係國
家元首訪視、犒賞、獎助、慰問
、接待、贈禮及其他相關經費，
與上年度同。"
2025,3102010300,16801000,無細項,總統府主管,總統府,國家慶典,國務支出,1.1.3,"本年度預算數之內容與上年度之
比較如下：
1.慶典布置經費8,080千元，與
　上年度同。
2.慶典接待經費8,721千元，較
　上年度增列致贈紀念品等296
　千元。
3.上年度辦理第16任總統、副總
　統就職預算業已編竣，所列39
　,563千元如數減列。"
2025,3102010400,5542000,國家發展研究及諮詢,總統府主管,總統府,研究發展,國務支出,1.1.4.1,
2025,3102010500,8184000,無細項,總統府主管,總統府,新聞發布,國務支出,1.1.5,"本年度預算數8,184千元，係辦
理新聞聯繫與發布所需經費，與
上年度同。"
2025,3102010600,10943000,無細項,總統府主管,總統府,卸任禮遇,國務支出,1.1.6,"本年度預算數之內容與上年度之
比較如下：
1.第15任卸任總統禮遇經費10,9
　43千元，較上年度增列禮遇經
　費597千元。
2.上年度第13任卸任總統禮遇預
　算業已編竣，所列1,465千元
　如數減列。"
2025,3102010800,3718000,無細項,總統府主管,總統府,公報編印及印信勳章鑄造,國務支出,1.1.7,"本年度預算數之內容與上年度之
比較如下：
1.印信鑄造及公報編印經費1,54
　4千元，較上年度減列製（換
　）發機關印信等經費1,931千
　元。
2.勳章製作及敬老事宜經費2,17
　4千元，較上年度增列勳章製
　作等經費22千元。"
2025,3102019000,4760000,交通及運輸設備,總統府主管,總統府,一般建築及設備,國務支出,1.1.8.1,
2025,3102019800,3372000,無細項,總統府主管,總統府,第一預備金,國務支出,1.1.9,仍照上年度預算數編列。
2025,3102100100,206618000,無細項,總統府主管,國家安全會議,一般行政,國務支出,1.2.1,"本年度預算數之內容與上年度之
比較如下：
1.人員維持費175,284千元，較
　上年度伸算增列調整待遇等經
　費14,536千元。
2.基本行政工作維持費31,334千
　元，較上年度減列汰換辦公處
　所空調室外機等經費3,304千
　元。"
2025,3102102000,23853000,無細項,總統府主管,國家安全會議,諮詢研究業務,國務支出,1.2.2,"本年度預算數23,853千元，係國
家安全諮詢研究業務經費，較上
年度增列國防及非傳統安全等議
題之探討與研究經費3,667千元
。"
2025,3102109000,1140000,交通及運輸設備,總統府主管,國家安全會議,一般建築及設備,國務支出,1.2.3.1,
2025,3102109800,500000,無細項,總統府主管,國家安全會議,第一預備金,國務支出,1.2.4,仍照上年度預算數編列。
2025,5302300100,190215000,無細項,總統府主管,國史館,一般行政,文化支出,1.3.1,"本年度預算數之內容與上年度之
比較如下：
1.人員維持費165,306千元，較
　上年度伸算增列調整待遇等經
　費7,592千元。
2.基本行政工作維持費21,911千
　元，較上年度增列辦理志希樓
　電源線路更新等經費2,198千
　元。　
3.資訊業務經費2,998千元，與
　上年度同。"
2025,5302301000,47050000,無細項,總統府主管,國史館,檔案文物管理與編纂,文化支出,1.3.2,"本年度預算數之內容與上年度之
比較如下：　
1.文物管理應用經費7,465千元
　，較上年度減列庫房隔熱工程
　等經費3,415千元。　
2.檔案管理應用經費29,787千元
　，較上年度增列汰換檔案史料
　文物典藏大樓溫濕度環境控制
　設施等經費9,696千元。　
3.史料編纂經費9,798千元，較
　上年度減列建置歷任總統資料
　庫系統等經費1,333千元。"
2025,5302309800,340000,無細項,總統府主管,國史館,第一預備金,文化支出,1.3.3,仍照上年度預算數編列。
2025,5302313000,86878000,無細項,總統府主管,國史館臺灣文獻館,一般行政,文化支出,1.4.1,"本年度預算數之內容與上年度之
比較如下：
1.人員維持費60,155千元，較上
　年度伸算增列調整待遇等經費
　3,800千元。
2.基本行政工作維持費26,723千
　元，較上年度減列空調系統更
　新改善工程等經費124千元。"
2025,5302314000,26870000,無細項,總統府主管,國史館臺灣文獻館,文獻業務,文化支出,1.4.2,"本年度預算數之內容與上年度之
比較如下：
1.民俗文物管理應用經費7,429
　千元，較上年度增列展場播放
　設備更新等經費1,081千元。
2.文獻管理應用經費14,585千元
　，較上年度增列檔案數位化等
　經費90千元。
3.文獻研究編纂經費4,856千元
　，較上年度增列原住民近代史
　及續修臺灣全志委託研究等經
　費508千元。"
2025,5302319800,20000,無細項,總統府主管,國史館臺灣文獻館,第一預備金,文化支出,1.4.3,本年度編列第一預備金如列數。
2025,5202400100,303128000,無細項,總統府主管,中央研究院,一般行政,科學支出,1.5.1,"本年度預算數之內容與上年度之
比較如下：
1.人員維持費251,049千元，較
　上年度增列員額14人之人事費
　及伸算調整待遇等經費26,137
　千元。
2.基本行政工作維持費39,609千
　元，較上年度增列約聘助理人
　員薪資及房屋建築養護等經費
　1,193千元。
3.幼兒園運作維持經費12,470千
　元，較上年度增列清潔印刷等
　事務經費1,063千元。"
2025,5202401000,2845168000,人力資源,總統府主管,中央研究院,一般學術研究及評議,科學支出,1.5.2.1,
2025,5202402000,1695996000,數理科學研究,總統府主管,中央研究院,自然及人文社會科學研究,科學支出,1.5.3.1,
2025,5202404000,651313000,無細項,總統府主管,中央研究院,南部院區,科學支出,1.5.4,"本年度預算數之內容與上年度之
比較如下：
1.南部院區發展量子科技及興建
　實驗大樓規劃計畫總經費1,73
　2,990千元，分年辦理，112至
　113年度已編列226,405千元，
　本年度續編第3年經費186,307
　千元，較上年度減列13,693千
　元。
2.南部院區維運經費111,623千
　元，較上年度減列房屋建築及
　設備等經費7,137千元。
3.農業生技經費79,138千元，較
　上年度增列水電及約聘助理人
　員薪資等經費10,161千元。
4.關鍵議題研究經費256,186千
　元，較上年度減列房屋建築及
　設備等經費49,734千元。
5.核心溫室經費18,059千元，較
　上年度增列溫室空調系統汰換
　等經費5,146千元。
6.上年度辦理南部院區綜合規劃
　計畫預算業已編竣，所列113,
　810千元如數減列。"
2025,5202408100,1258745000,科學研究基金,總統府主管,中央研究院,非營業特種基金,科學支出,1.5.5.1,
2025,5202409000,2450000,交通及運輸設備,總統府主管,中央研究院,一般建築及設備,科學支出,1.5.6.1,
2025,5202409800,7375000,無細項,總統府主管,中央研究院,第一預備金,科學支出,1.5.7,仍照上年度預算數編列。
2025,3203010100,1108446000,無細項,行政院主管,行政院,一般行政,行政支出,2.1.1,"本年度預算數之內容與上年度之
比較如下：
1.人員維持費1,004,031千元，
　較上年度伸算增列調整待遇等
　經費45,412千元。
2.基本行政工作維持費94,717千
　元，較上年度增列勞務服務、
　物品及水電費等11,264千元。
3.慶典佈置經費150千元，與上
　年度同。
4.檔案管理典藏掃描及維護經費
　7,722千元，較上年度增列檔
　案掃描及移轉作業等經費5,05
　0千元。
5.資料蒐集及陳列經費1,826千
　元，較上年度增列勞務服務等
　經費347千元。"
